user_id#merchant_id,user_id,merchant_id,age_range,gender
46189#3080,46189,3080,2,1
49857#1581,49857,1581,3,1
25233#4953,25233,4953,2,0
66306#3759,66306,3759,4,0
66306#3939,66306,3939,4,0
105426#1250,105426,1250,4,0
27633#2829,27633,2829,3,1
27351#2904,27351,2904,2,1
24535#2533,24535,2533,2,0
62447#2915,62447,2915,2,0
88548#2556,88548,2556,7,0
36880#2249,36880,2249,3,0
36880#1897,36880,1897,3,0
43309#814,43309,814,4,0
86888#4115,86888,4115,3,1
35154#2298,35154,2298,7,2
13764#2881,13764,2881,3,0
9959#3457,9959,3457,4,1
24307#4072,24307,4072,2,0
63817#1243,63817,1243,7,0
82647#4873,82647,4873,3,1
51293#3246,51293,3246,2,0
44015#3100,44015,3100,3,0
85354#1324,85354,1324,4,0
85354#3818,85354,3818,4,0
78803#2533,78803,2533,2,0
104344#3878,104344,3878,3,0
69810#1284,69810,1284,5,0
20276#147,20276,147,7,0
56940#878,56940,878,3,0
50246#780,50246,780,4,0
47509#3464,47509,3464,1,1
101612#2805,101612,2805,3,0
100927#4476,100927,4476,5,0
22388#539,22388,539,3,0
40030#3864,40030,3864,3,0
40030#2591,40030,2591,3,0
62041#690,62041,690,5,0
62041#2356,62041,2356,5,0
62041#3596,62041,3596,5,0
40400#4387,40400,4387,7,0
104174#2136,104174,2136,7,0
8689#522,8689,522,5,0
27641#4005,27641,4005,2,0
86593#351,86593,351,1,1
22658#1629,22658,1629,3,0
22658#474,22658,474,3,0
63661#3333,63661,3333,4,0
103871#2454,103871,2454,5,0
89303#3879,89303,3879,3,0
89303#814,89303,814,3,0
56515#2988,56515,2988,1,0
43941#3965,43941,3965,1,0
57776#1469,57776,1469,2,2
5513#3264,5513,3264,3,1
5513#3572,5513,3572,3,1
78046#5,78046,5,4,0
51594#1402,51594,1402,2,0
85041#1897,85041,1897,5,0
85041#3331,85041,3331,5,0
94822#4780,94822,4780,2,0
105977#3587,105977,3587,2,0
38405#1838,38405,1838,2,1
60844#1145,60844,1145,5,0
62779#2904,62779,2904,3,0
76248#3898,76248,3898,7,1
30932#4430,30932,4430,3,0
3116#4306,3116,4306,3,1
45396#324,45396,324,3,0
24414#1391,24414,1391,1,0
627#3587,627,3587,2,0
627#3702,627,3702,2,0
15279#2480,15279,2480,7,2
15279#3246,15279,3246,7,2
29893#3172,29893,3172,7,0
49716#4973,49716,4973,2,0
26992#3462,26992,3462,5,1
7949#3692,7949,3692,3,0
54174#188,54174,188,2,0
80766#2094,80766,2094,2,1
88946#780,88946,780,7,1
51214#3583,51214,3583,2,0
12267#28,12267,28,3,0
89076#4134,89076,4134,2,0
82021#3249,82021,3249,4,0
76718#1149,76718,1149,6,0
46365#2804,46365,2804,3,1
46365#2685,46365,2685,3,1
93655#3324,93655,3324,7,0
85058#3517,85058,3517,5,1
103827#351,103827,351,2,0
58144#1564,58144,1564,2,0
29486#4314,29486,4314,2,0
14731#1740,14731,1740,3,1
4624#586,4624,586,3,1
92218#397,92218,397,3,1
88734#2904,88734,2904,7,2
59479#4383,59479,4383,4,0
90622#1243,90622,1243,2,0
4709#3597,4709,3597,2,1
2846#502,2846,502,2,0
34701#4688,34701,4688,7,2
90069#4072,90069,4072,3,0
90069#4939,90069,4939,3,0
90069#2080,90069,2080,3,0
92934#361,92934,361,4,0
79965#2762,79965,2762,2,0
79965#3848,79965,3848,2,0
36077#4072,36077,4072,1,0
80455#4531,80455,4531,3,0
80455#2829,80455,2829,3,0
75565#4211,75565,4211,7,1
48855#1883,48855,1883,2,0
87620#2459,87620,2459,4,0
26991#1019,26991,1019,3,1
61153#2729,61153,2729,6,0
63689#530,63689,530,5,1
63663#2017,63663,2017,2,0
81761#1886,81761,1886,2,0
56525#274,56525,274,5,0
38099#521,38099,521,7,0
16528#1155,16528,1155,5,0
49052#830,49052,830,3,0
49052#4466,49052,4466,3,0
43391#276,43391,276,4,1
43391#3517,43391,3517,4,1
54566#814,54566,814,4,0
21267#750,21267,750,7,0
94633#270,94633,270,3,2
94633#366,94633,366,3,2
7#595,7,595,7,2
60600#4532,60600,4532,3,0
60600#1665,60600,1665,3,0
79470#3030,79470,3030,3,0
79470#4072,79470,4072,3,0
55883#811,55883,811,7,0
55883#4659,55883,4659,7,0
3259#3528,3259,3528,1,1
3259#3879,3259,3879,1,1
3259#1822,3259,1822,1,1
3259#3859,3259,3859,1,1
30818#2835,30818,2835,3,1
5374#4314,5374,4314,7,0
5374#1201,5374,1201,7,0
97292#1491,97292,1491,7,1
22469#2522,22469,2522,5,0
41576#3131,41576,3131,2,0
41576#4192,41576,4192,2,0
31413#2533,31413,2533,3,1
32321#2770,32321,2770,2,0
29038#3772,29038,3772,7,1
92981#2898,92981,2898,2,2
92981#1636,92981,1636,2,2
40037#2522,40037,2522,3,0
103365#3351,103365,3351,2,1
86190#4863,86190,4863,3,0
86190#604,86190,604,3,0
91061#3442,91061,3442,3,0
22985#871,22985,871,5,0
97484#4476,97484,4476,3,0
75900#4093,75900,4093,2,0
39976#4926,39976,4926,1,0
32301#3362,32301,3362,3,0
1740#3320,1740,3320,5,0
644#3670,644,3670,1,0
15300#2589,15300,2589,7,0
102502#772,102502,772,7,0
103876#1558,103876,1558,7,0
84844#2018,84844,2018,7,0
39536#2018,39536,2018,1,0
105162#1196,105162,1196,5,0
54503#3249,54503,3249,7,1
71503#3871,71503,3871,5,1
71503#1978,71503,1978,5,1
26474#4130,26474,4130,1,0
67055#2426,67055,2426,7,0
69927#1842,69927,1842,3,0
41075#1071,41075,1071,7,1
40340#168,40340,168,2,0
40340#78,40340,78,2,0
44861#637,44861,637,1,0
82001#94,82001,94,3,0
31652#1971,31652,1971,7,0
49021#3734,49021,3734,1,1
9923#3818,9923,3818,3,1
84264#2080,84264,2080,2,1
26075#814,26075,814,2,0
99162#1445,99162,1445,3,0
23104#3321,23104,3321,2,1
9065#1174,9065,1174,4,0
16709#44,16709,44,6,1
25737#4210,25737,4210,4,0
22038#2582,22038,2582,7,0
39251#3642,39251,3642,3,0
29412#2674,29412,2674,7,0
30407#4345,30407,4345,3,0
85282#2193,85282,2193,3,1
68232#823,68232,823,3,1
68232#3799,68232,3799,3,1
68232#4841,68232,4841,3,1
68232#4297,68232,4297,3,1
90747#898,90747,898,7,0
46129#998,46129,998,7,1
31263#1811,31263,1811,3,2
31263#1397,31263,1397,3,2
27790#1046,27790,1046,5,1
93663#974,93663,974,2,1
57981#4452,57981,4452,2,0
57981#4274,57981,4274,2,0
57981#45,57981,45,2,0
7228#4165,7228,4165,2,1
56179#4649,56179,4649,2,1
55167#1250,55167,1250,3,0
55167#2591,55167,2591,3,0
100531#2835,100531,2835,7,0
102087#3360,102087,3360,3,0
69086#3100,69086,3100,3,0
50237#3397,50237,3397,1,1
50237#2789,50237,2789,1,1
40191#939,40191,939,2,1
104967#4703,104967,4703,7,2
72803#4072,72803,4072,2,0
5423#4072,5423,4072,2,0
5423#2835,5423,2835,2,0
62268#2837,62268,2837,3,1
33772#4103,33772,4103,2,0
13973#4552,13973,4552,3,0
14243#2213,14243,2213,2,0
8154#610,8154,610,3,0
8154#4449,8154,4449,3,0
8154#2976,8154,2976,3,0
103142#4091,103142,4091,3,0
73041#4103,73041,4103,1,0
86767#1897,86767,1897,1,0
85532#1360,85532,1360,7,0
52028#501,52028,501,5,0
52028#2366,52028,2366,5,0
47619#1793,47619,1793,7,0
21632#1907,21632,1907,4,0
3304#362,3304,362,2,0
3304#4762,3304,4762,2,0
76985#320,76985,320,7,0
4153#3286,4153,3286,2,2
18572#4849,18572,4849,2,0
42385#4673,42385,4673,2,1
10967#2004,10967,2004,5,1
94724#3249,94724,3249,2,1
25109#4335,25109,4335,3,1
105121#872,105121,872,2,0
105121#4762,105121,4762,2,0
74091#2927,74091,2927,1,0
46060#3277,46060,3277,3,2
61990#4784,61990,4784,7,1
36483#1891,36483,1891,7,0
42772#2241,42772,2241,7,0
45683#1783,45683,1783,7,0
65496#1031,65496,1031,1,0
38614#3579,38614,3579,3,0
58746#4634,58746,4634,6,1
44415#962,44415,962,4,0
44415#2000,44415,2000,4,0
44742#4784,44742,4784,4,0
86869#2607,86869,2607,3,1
9932#3579,9932,3579,3,0
30710#2171,30710,2171,3,0
30710#2780,30710,2780,3,0
75212#4210,75212,4210,2,1
79427#1627,79427,1627,2,0
74905#1360,74905,1360,2,0
4961#2770,4961,2770,5,0
27358#1391,27358,1391,7,0
43020#530,43020,530,2,1
65651#4124,65651,4124,4,0
93375#2018,93375,2018,7,0
93375#949,93375,949,7,0
94641#20,94641,20,7,0
81908#3928,81908,3928,1,0
5813#3246,5813,3246,3,0
62909#3458,62909,3458,7,1
38510#2459,38510,2459,4,0
12857#2290,12857,2290,2,0
10743#2534,10743,2534,7,0
9767#3333,9767,3333,2,0
33654#4547,33654,4547,2,0
103374#2131,103374,2131,7,0
19511#3962,19511,3962,5,0
54890#2603,54890,2603,7,0
74684#270,74684,270,5,0
68107#3799,68107,3799,7,0
94216#2159,94216,2159,3,0
46251#1994,46251,1994,7,0
17766#3765,17766,3765,2,1
39972#3965,39972,3965,7,0
46453#4491,46453,4491,3,0
88544#3321,88544,3321,2,1
40061#833,40061,833,7,0
97438#2405,97438,2405,1,0
13619#4103,13619,4103,4,0
528#3218,528,3218,7,0
11230#2770,11230,2770,7,0
11230#850,11230,850,7,0
61177#4953,61177,4953,7,1
62956#1897,62956,1897,2,0
89735#3670,89735,3670,1,0
99668#1250,99668,1250,2,0
31169#1897,31169,1897,3,1
95111#4811,95111,4811,3,0
95111#4473,95111,4473,3,0
95111#2768,95111,2768,3,0
98144#647,98144,647,7,0
23128#2459,23128,2459,1,0
23128#4782,23128,4782,1,0
81478#2094,81478,2094,4,0
101533#270,101533,270,7,1
28036#1250,28036,1250,7,0
966#4072,966,4072,2,2
80042#1031,80042,1031,2,0
80042#2069,80042,2069,2,0
80042#3071,80042,3071,2,0
90418#1581,90418,1581,1,1
99465#3438,99465,3438,3,0
15715#788,15715,788,4,0
66369#1284,66369,1284,2,1
20750#2883,20750,2883,3,0
45402#3268,45402,3268,2,0
55588#3457,55588,3457,3,0
13044#1581,13044,1581,1,0
13044#4387,13044,4387,1,0
13044#4772,13044,4772,1,0
57566#2729,57566,2729,2,0
30181#3101,30181,3101,7,0
30181#2937,30181,2937,7,0
79035#705,79035,705,4,0
19500#4401,19500,4401,7,0
93881#658,93881,658,2,0
54204#2171,54204,2171,7,1
54204#1886,54204,1886,7,1
54204#4988,54204,4988,7,1
26536#2402,26536,2402,1,0
30938#4939,30938,4939,7,0
30938#845,30938,845,7,0
30938#794,30938,794,7,0
76056#4072,76056,4072,2,0
62965#4476,62965,4476,5,0
82176#3552,82176,3552,1,0
70348#3218,70348,3218,2,1
13225#4335,13225,4335,1,0
71050#814,71050,814,7,0
49444#3465,49444,3465,1,0
42260#4873,42260,4873,7,2
90670#521,90670,521,5,1
81564#2609,81564,2609,2,2
81564#3457,81564,3457,2,2
81564#4919,81564,4919,2,2
81564#4775,81564,4775,2,2
24341#2729,24341,2729,7,0
24341#2459,24341,2459,7,0
54868#1897,54868,1897,3,1
30962#2534,30962,2534,2,0
104922#844,104922,844,7,2
103263#1020,103263,1020,7,0
42293#1245,42293,1245,7,0
42293#2275,42293,2275,7,0
42293#604,42293,604,7,0
40207#2181,40207,2181,1,1
26062#3381,26062,3381,3,1
66622#1545,66622,1545,7,1
106013#716,106013,716,3,0
106013#4103,106013,4103,3,0
106013#4383,106013,4383,3,0
73444#139,73444,139,2,1
75459#814,75459,814,2,0
17979#1360,17979,1360,2,0
28537#3864,28537,3864,2,1
38693#350,38693,350,3,0
76596#2182,76596,2182,7,0
93378#3442,93378,3442,7,0
102243#1785,102243,1785,3,0
82700#4725,82700,4725,1,0
40392#1897,40392,1897,3,0
45507#1610,45507,1610,7,1
99378#2275,99378,2275,7,0
88794#4027,88794,4027,3,1
65389#2806,65389,2806,7,1
20754#270,20754,270,3,1
102853#3438,102853,3438,2,0
77752#3771,77752,3771,7,0
91935#1245,91935,1245,5,0
99634#4067,99634,4067,1,1
87155#4868,87155,4868,2,1
6335#1189,6335,1189,7,0
46351#343,46351,343,1,1
99537#4210,99537,4210,7,1
24350#2780,24350,2780,4,0
28149#4048,28149,4048,7,0
43796#3692,43796,3692,7,1
103262#1057,103262,1057,2,2
3922#4020,3922,4020,4,1
3922#3168,3922,3168,4,1
33854#1688,33854,1688,3,1
8636#1629,8636,1629,3,0
22157#501,22157,501,7,1
75671#1250,75671,1250,4,0
105341#2459,105341,2459,5,1
83769#462,83769,462,2,0
4479#3463,4479,3463,5,1
40879#3540,40879,3540,2,0
37901#3747,37901,3747,7,0
56239#1897,56239,1897,3,0
56239#28,56239,28,3,0
87341#4988,87341,4988,2,1
31304#3100,31304,3100,7,1
84766#1581,84766,1581,4,0
84766#2062,84766,2062,4,0
41868#4086,41868,4086,7,0
42092#939,42092,939,2,1
42092#501,42092,501,2,1
29454#3362,29454,3362,2,0
29454#3030,29454,3030,2,0
9170#4216,9170,4216,2,0
90705#2356,90705,2356,1,0
31689#3579,31689,3579,2,0
65124#1026,65124,1026,2,0
81617#1665,81617,1665,7,0
94290#1180,94290,1180,7,0
31245#1264,31245,1264,2,1
31245#637,31245,637,2,1
31245#2422,31245,2422,2,1
22498#2083,22498,2083,3,0
22498#4216,22498,4216,3,0
6069#3994,6069,3994,3,0
28107#2459,28107,2459,2,0
85191#2463,85191,2463,7,1
95576#1360,95576,1360,2,0
34434#2570,34434,2570,7,0
6558#1673,6558,1673,7,0
58535#3576,58535,3576,4,0
29703#721,29703,721,2,0
61837#4982,61837,4982,2,0
83343#4476,83343,4476,2,0
52610#2080,52610,2080,5,0
52610#3239,52610,3239,5,0
94064#222,94064,222,7,0
31551#4005,31551,4005,7,2
31551#3517,31551,3517,7,2
41439#168,41439,168,2,0
12711#3854,12711,3854,7,2
65201#4216,65201,4216,2,0
102685#4430,102685,4430,6,0
43932#820,43932,820,2,0
26327#3082,26327,3082,3,0
26327#1355,26327,1355,3,0
62431#2383,62431,2383,7,0
68253#1360,68253,1360,7,0
98431#814,98431,814,2,0
98431#4005,98431,4005,2,0
62821#3080,62821,3080,2,0
57417#1769,57417,1769,2,1
40103#2961,40103,2961,7,1
70375#4035,70375,4035,2,0
100284#168,100284,168,2,0
59638#3765,59638,3765,2,1
13855#4684,13855,4684,7,0
17016#823,17016,823,4,0
17016#1477,17016,1477,4,0
17016#2437,17016,2437,4,0
70040#3246,70040,3246,2,0
82704#4470,82704,4470,2,1
63520#3183,63520,3183,1,0
92094#2806,92094,2806,1,1
43475#4425,43475,4425,2,1
3595#2815,3595,2815,7,1
9435#4745,9435,4745,2,0
9435#1095,9435,1095,2,0
9435#1555,9435,1555,2,0
21272#1811,21272,1811,3,0
19922#1251,19922,1251,4,0
99031#3345,99031,3345,2,0
99031#1020,99031,1020,2,0
82829#991,82829,991,3,0
33623#3249,33623,3249,7,0
64722#3997,64722,3997,3,0
32990#4103,32990,4103,1,0
20388#2593,20388,2593,2,0
20388#2883,20388,2883,2,0
95788#2534,95788,2534,2,0
45304#1031,45304,1031,2,0
45304#4072,45304,4072,2,0
102786#1811,102786,1811,7,0
59791#3268,59791,3268,2,0
59791#4004,59791,4004,2,0
19854#635,19854,635,1,0
97863#318,97863,318,2,0
56548#3842,56548,3842,2,0
87592#6,87592,6,2,1
44921#2128,44921,2128,3,0
91157#4345,91157,4345,2,0
71734#3249,71734,3249,3,0
71734#2459,71734,2459,3,0
71734#4784,71734,4784,3,0
96057#2454,96057,2454,3,0
51906#4072,51906,4072,2,0
22128#179,22128,179,4,1
69466#823,69466,823,4,1
20979#1994,20979,1994,1,0
3445#1481,3445,1481,1,1
82661#3540,82661,3540,2,2
82661#4673,82661,4673,2,2
82661#4987,82661,4987,2,2
82661#4863,82661,4863,2,2
82661#1811,82661,1811,2,2
82661#144,82661,144,2,2
6387#4836,6387,4836,2,0
85252#697,85252,697,7,0
5944#4072,5944,4072,2,0
5944#1250,5944,1250,2,0
75298#2972,75298,2972,3,0
75298#2459,75298,2459,3,0
75298#3555,75298,3555,3,0
32598#4995,32598,4995,3,2
35921#1376,35921,1376,1,0
23259#4784,23259,4784,7,1
23505#270,23505,270,1,0
23505#4072,23505,4072,1,0
20718#2667,20718,2667,2,0
21965#2459,21965,2459,4,0
21965#814,21965,814,4,0
52307#4526,52307,4526,1,0
90742#3818,90742,3818,7,2
42071#4051,42071,4051,3,0
15650#3386,15650,3386,2,0
54618#2080,54618,2080,2,0
54618#3067,54618,3067,2,0
54618#421,54618,421,2,0
54618#2829,54618,2829,2,0
67236#3626,67236,3626,5,1
89419#1020,89419,1020,7,0
37544#4072,37544,4072,6,0
51589#318,51589,318,7,2
46559#3670,46559,3670,5,0
95431#78,95431,78,1,0
95431#2770,95431,2770,1,0
56278#4364,56278,4364,7,0
75930#4103,75930,4103,1,0
92149#4035,92149,4035,4,0
89547#2051,89547,2051,1,1
20135#1028,20135,1028,1,0
80858#4072,80858,4072,3,0
37865#3887,37865,3887,6,0
76728#4493,76728,4493,3,0
69424#4401,69424,4401,2,0
13346#845,13346,845,1,0
92447#3854,92447,3854,2,0
92447#5,92447,5,2,0
5796#2459,5796,2459,7,0
83628#4995,83628,4995,5,1
1837#814,1837,814,2,0
1837#1785,1837,1785,2,0
34288#4819,34288,4819,5,0
56658#823,56658,823,7,0
20512#1358,20512,1358,3,0
53538#4748,53538,4748,5,0
25514#2210,25514,2210,2,0
65945#4406,65945,4406,5,1
9728#3333,9728,3333,7,0
85761#4377,85761,4377,2,1
2839#4451,2839,4451,5,0
77105#4273,77105,4273,1,1
56409#2409,56409,2409,2,0
62287#2459,62287,2459,2,1
10377#4916,10377,4916,5,0
10377#2463,10377,2463,5,0
89596#1026,89596,1026,2,1
51737#1769,51737,1769,1,0
93302#2685,93302,2685,3,1
50785#2429,50785,2429,1,1
105419#2275,105419,2275,2,1
52373#1994,52373,1994,2,0
52373#2258,52373,2258,2,0
65108#1248,65108,1248,4,0
53857#1073,53857,1073,2,1
53857#3352,53857,3352,2,1
47242#1307,47242,1307,2,0
63214#3356,63214,3356,3,0
50967#3670,50967,3670,2,1
39566#2860,39566,2860,7,0
52536#2258,52536,2258,2,0
47077#3464,47077,3464,2,0
7446#335,7446,335,3,1
7446#1884,7446,1884,3,1
93782#2642,93782,2642,4,0
10049#4466,10049,4466,2,0
10049#4425,10049,4425,2,0
79375#521,79375,521,3,0
28841#1112,28841,1112,2,0
85755#4062,85755,4062,7,0
71070#1472,71070,1472,2,0
46204#3965,46204,3965,7,0
51529#3540,51529,3540,3,0
32586#1792,32586,1792,7,0
37908#462,37908,462,1,0
57006#2614,57006,2614,3,0
58901#716,58901,716,3,0
68617#658,68617,658,2,0
33323#4103,33323,4103,2,1
102267#3470,102267,3470,3,0
102267#4982,102267,4982,3,0
38171#2461,38171,2461,2,0
26937#4730,26937,4730,1,0
26937#3670,26937,3670,1,0
26937#716,26937,716,1,0
63515#2706,63515,2706,4,0
63515#1558,63515,1558,4,0
63515#530,63515,530,4,0
21648#990,21648,990,1,1
3754#3762,3754,3762,5,1
85463#2642,85463,2642,2,0
25479#2667,25479,2667,2,0
68306#2861,68306,2861,5,1
68306#3073,68306,3073,5,1
5405#1897,5405,1897,2,0
6833#251,6833,251,5,0
15365#2385,15365,2385,2,0
37611#3531,37611,3531,2,0
75390#991,75390,991,7,0
44946#210,44946,210,7,0
83305#3562,83305,3562,2,0
55391#2268,55391,2268,3,0
55391#845,55391,845,3,0
55391#3182,55391,3182,3,0
100773#2262,100773,2262,2,0
83424#2454,83424,2454,5,1
39258#2026,39258,2026,3,1
49989#276,49989,276,2,0
32429#270,32429,270,4,0
28540#4982,28540,4982,2,0
11209#2459,11209,2459,3,0
72872#2356,72872,2356,5,0
50998#2268,50998,2268,2,0
100182#4103,100182,4103,1,0
102579#3921,102579,3921,3,1
54829#4594,54829,4594,2,0
35696#3465,35696,3465,2,0
17460#1393,17460,1393,7,0
64872#4988,64872,4988,2,1
56469#2533,56469,2533,7,0
22061#530,22061,530,4,1
45911#1250,45911,1250,7,0
86299#1412,86299,1412,1,1
6524#78,6524,78,1,0
90976#4547,90976,4547,7,0
90976#1031,90976,1031,7,0
92099#3264,92099,3264,7,0
92099#2522,92099,2522,7,0
25763#530,25763,530,4,0
51432#2533,51432,2533,7,0
55049#1379,55049,1379,7,0
98502#2450,98502,2450,6,1
97734#2459,97734,2459,5,1
80469#1541,80469,1541,2,1
16170#3160,16170,3160,4,1
45835#199,45835,199,7,2
92195#3056,92195,3056,3,0
92195#2234,92195,2234,3,0
63732#2078,63732,2078,7,1
1023#850,1023,850,4,1
1023#2760,1023,2760,4,1
1023#658,1023,658,4,1
310#2409,310,2409,3,0
75759#2422,75759,2422,6,0
63857#3071,63857,3071,7,0
63857#3264,63857,3264,7,0
100887#168,100887,168,2,0
92308#2422,92308,2422,7,0
54116#1769,54116,1769,1,0
54116#658,54116,658,1,0
3070#3080,3070,3080,1,0
73879#4767,73879,4767,3,1
51510#4772,51510,4772,4,0
79119#823,79119,823,7,0
85445#4772,85445,4772,2,0
5380#3447,5380,3447,4,2
5380#530,5380,530,4,2
26545#4594,26545,4594,1,1
97780#3067,97780,3067,2,1
89957#2234,89957,2234,3,1
63264#287,63264,287,7,1
44765#3576,44765,3576,2,0
38556#3928,38556,3928,2,0
70521#3334,70521,3334,5,1
61011#4730,61011,4730,1,2
53172#850,53172,850,2,1
15627#4141,15627,4141,7,0
57610#521,57610,521,4,0
9859#4670,9859,4670,7,1
90189#4939,90189,4939,2,0
24543#845,24543,845,3,0
24543#2642,24543,2642,3,0
17282#1665,17282,1665,2,0
17282#1973,17282,1973,2,0
98776#4988,98776,4988,2,1
98776#1665,98776,1665,2,1
11823#510,11823,510,7,2
11823#4632,11823,4632,7,2
61772#4016,61772,4016,3,0
20518#1369,20518,1369,7,0
27725#3168,27725,3168,5,0
80670#1436,80670,1436,1,1
36#3854,36,3854,7,0
63489#4168,63489,4168,4,1
6863#3217,6863,3217,1,1
59022#1581,59022,1581,7,1
26134#924,26134,924,2,0
29069#716,29069,716,7,1
25789#460,25789,460,2,0
51800#2399,51800,2399,2,1
51800#2806,51800,2806,2,1
51800#3168,51800,3168,2,1
29061#2806,29061,2806,2,1
72721#3782,72721,3782,6,1
33962#4280,33962,4280,7,0
69778#3337,69778,3337,4,0
46004#3067,46004,3067,2,0
76059#1785,76059,1785,4,0
46799#1730,46799,1730,1,0
12129#4072,12129,4072,7,1
31232#2841,31232,2841,4,0
7217#3692,7217,3692,4,1
14692#1857,14692,1857,2,0
53687#1669,53687,1669,1,1
50094#2522,50094,2522,4,0
62930#3576,62930,3576,4,0
72970#4466,72970,4466,1,0
106001#3181,106001,3181,3,0
106001#2138,106001,2138,3,0
105862#844,105862,844,7,1
105862#2480,105862,2480,7,1
91840#878,91840,878,3,0
40134#3965,40134,3965,4,0
97653#1360,97653,1360,3,0
84325#3217,84325,3217,1,0
93172#2196,93172,2196,3,0
15523#3735,15523,3735,2,0
15523#2379,15523,2379,2,0
35659#4618,35659,4618,5,0
66981#741,66981,741,7,0
51669#2829,51669,2829,2,0
51669#1284,51669,1284,2,0
23167#3080,23167,3080,2,0
21625#2459,21625,2459,3,0
73000#1026,73000,1026,7,2
87362#4953,87362,4953,2,0
66011#530,66011,530,7,1
44489#4703,44489,4703,6,1
44489#3323,44489,3323,6,1
95924#3218,95924,3218,2,1
35257#3465,35257,3465,3,0
23824#3277,23824,3277,2,0
7979#501,7979,501,1,1
23021#2898,23021,2898,2,0
36740#1811,36740,1811,6,0
36740#2898,36740,2898,6,0
85340#602,85340,602,7,2
10478#4103,10478,4103,6,1
89912#4982,89912,4982,5,0
89912#4819,89912,4819,5,0
64420#2213,64420,2213,1,1
71862#3160,71862,3160,4,0
21163#604,21163,604,4,1
32290#4562,32290,4562,7,0
32290#4988,32290,4988,7,0
58261#4568,58261,4568,2,0
93524#979,93524,979,1,0
96391#1250,96391,1250,7,0
47182#2356,47182,2356,7,1
47182#780,47182,780,7,1
54329#4335,54329,4335,7,0
76292#3829,76292,3829,3,0
76823#2459,76823,2459,3,1
102433#501,102433,501,3,1
67475#530,67475,530,3,1
1927#78,1927,78,1,0
76836#3082,76836,3082,3,0
73209#1785,73209,1785,5,0
72105#4988,72105,4988,2,0
56829#1811,56829,1811,1,2
59764#2290,59764,2290,4,1
70273#4720,70273,4720,7,1
90985#3337,90985,3337,3,0
4063#1897,4063,1897,3,0
66717#1886,66717,1886,7,0
36151#1096,36151,1096,4,1
32258#3398,32258,3398,6,0
32258#501,32258,501,6,0
47789#218,47789,218,7,1
102971#3939,102971,3939,5,1
103005#3748,103005,3748,7,1
86826#4784,86826,4784,1,0
24428#4547,24428,4547,7,2
80189#2988,80189,2988,7,0
100466#1886,100466,1886,3,1
97725#4531,97725,4531,7,0
